cycle     valid           data_out_1        data_out_2  
68780     1         0011000111100000  0011010111010000  
68781     0                     ----              ----  
68782     1         0000001011111011  1111111111011101  
68783     0                     ----              ----  
68784     0                     ----              ----  
68785     1         1111010111101000  1111111101010110  
68786     0                     ----              ----  
68787     0                     ----              ----  
68788     1         0000000000000000  0000001011000111  
68789     1         1100100000000000  0001100000000000  
68790     1         1111110010010000  0000001100111000  
68791     1         1111111100000100  0000000111010100  
68792     1         1111010110011010  1101101010101001  
68793     1         0000000101100010  1111111011011001  
68794     1         1101111100110000  1101110101101110  
68795     0                     ----              ----  
68796     1         0001100011111100  0000011011101000  
68797     0                     ----              ----  
68798     1         1111111010111100  1111111010101010  
68799     0                     ----              ----  
68800     1         0000000001010000  0000001000111010  
68801     0                     ----              ----  
68802     0                     ----              ----  
68803     1         1100101000111100  1101100110111100  
68804     0                     ----              ----  
68805     1         1111110011110111  1100111111011111  
68806     1         1110100010010110  0000100111111001  
68807     1         1111111100010010  1111111111111110  
68808     1         1110111100100010  0000011100101100  
68809     1         1101011010011000  1110000100100100  
68810     1         0000000000000000  0011011111000110  
68811     0                     ----              ----  
68812     1         0000000100100000  1110111011111100  
68813     0                     ----              ----  
68814     1         0001110101101101  1111110011010110  
68815     0                     ----              ----  
68816     0                     ----              ----  
68817     1         0000001111011000  1111111010111000  
68818     1         0000000111110100  1111111011011100  
68819     1         1110111111011010  1110110101101010  
68820     0                     ----              ----  
68821     1         0000000011110110  1111000000100101  
68822     0                     ----              ----  
68823     1         0001101010010100  0000110111101100  
68824     1         0011001001001011  0000010001100101  
68825     1         1111111101101101  0000000011000000  
68826     1         0000110000010110  0000101101100000  
68827     0                     ----              ----  
68828     1         1111111100010110  0010011101001110  
68829     0                     ----              ----  
68830     0                     ----              ----  
68831     1         1111101110011011  1111110001011000  
68832     0                     ----              ----  
68833     1         1111110010001110  1111110010010101  
68834     1         0010000001000110  0000000110010101  
68835     0                     ----              ----  
68836     1         0010001100101000  0011101110001000  
68837     1         0000011000011000  0000101000101000  
68838     1         1111101011111100  1111111101111100  
68839     1         0000000000000000  0000000000000000  
68840     0                     ----              ----  
68841     0                     ----              ----  
68842     1         0011000001111100  0001010001100100  
68843     0                     ----              ----  
68844     1         0001010001000011  0001101001001110  
68845     0                     ----              ----  
68846     1         1111111110000001  0000000000000101  
68847     1         1101110000000011  1101001011101000  
68848     1         1111101100101000  0000100001011011  
68849     0                     ----              ----  
68850     0                     ----              ----  
68851     1         0001100111001000  1111110111100100  
68852     1         1110101000100111  1111101111010001  
68853     1         0001010101100000  0001101100101010  
68854     0                     ----              ----  
68855     0                     ----              ----  
68856     1         1101000110100000  0001100111010000  
68857     1         0001010111000000  0001010101100000  
68858     1         1111111101010101  1111000111000000  
68859     1         0010011100000000  0010101111100000  
68860     0                     ----              ----  
68861     0                     ----              ----  
68862     0                     ----              ----  
68863     1         1111111111111001  1111111110010100  
68864     1         1101111111000110  1110010100110000  
68865     1         0000011111100000  0000011001010100  
68866     1         0001110111001001  0001111110111101  
68867     1         0000000000001100  0000000111110100  
68868     0                     ----              ----  
68869     1         0000001101111001  1111111000001111  
68870     1         0000000101000100  0000100000000100  
68871     1         1100011011110011  1100111101111100  
68872     1         0000000001010100  1111111101100000  
68873     0                     ----              ----  
68874     1         1111111111000100  0000000111111000  
68875     1         1100110000011100  0000001011100010  
68876     1         0011111000000011  1100110010111011  
68877     0                     ----              ----  
68878     1         0000000101000100  1110110101110000  
68879     1         0010011001001001  1111000101011001  
68880     1         1111111110001000  0000000010010110  
68881     1         1111111001000011  0000001001110110  
68882     1         1101101001010010  0000001111101001  
68883     1         0011100100110001  0000001001011101  
68884     1         1111101111100110  1111111100001011  
68885     0                     ----              ----  
68886     1         0000000000000000  0000000000000000  
68887     1         0010100100111100  0001101100110000  
68888     0                     ----              ----  
68889     1         1110100110001010  0000000000101110  
68890     1         1110001011000000  0011010100000100  
68891     1         1111100010110000  1111110010110000  
68892     0                     ----              ----  
68893     1         0000001000111000  0000001010000000  
68894     1         1111111011101101  1111111100011111  
68895     1         1111110100110000  0000000101111010  
68896     0                     ----              ----  
68897     0                     ----              ----  
68898     1         0000000000000000  0000001001101000  
68899     1         1111111011000010  0000000010010000  
68900     1         0000001000011100  0000100111011000  
68901     1         0000101110100110  0000101111010000  
68902     0                     ----              ----  
68903     1         1111111111010000  0000000001000000  
68904     0                     ----              ----  
68905     1         1101101011101100  1100100001100010  
68906     1         0000000110011000  0010100111010110  
68907     1         1100110011110100  0010011100111100  
68908     1         0010010110100111  0000101010110001  
68909     0                     ----              ----  
68910     0                     ----              ----  
68911     1         1101100010011000  1101001110111000  
68912     1         1111111111010110  0000000101111010  
68913     1         1110111010000000  1111000110000010  
68914     1         0000000001001000  0000000011111100  
68915     1         1111111110011111  0000000000011000  
68916     1         1111111000111100  1111110000000111  
68917     1         1111111010111100  0000110110000000  
68918     1         1110010010001010  0000100011110110  
68919     1         0001010101100000  1111111100011100  
68920     0                     ----              ----  
68921     1         0011100100011000  0011100100011000  
68922     1         0011011001100000  1111110110111100  
68923     1         0000001010111100  1101001001001100  
68924     0                     ----              ----  
68925     0                     ----              ----  
68926     1         0011010110010100  0011101000001011  
68927     1         1111111100111100  0000110000100100  
68928     1         0001100011101100  1111111110001100  
68929     1         0011000100000000  1111111110010000  
68930     1         1111101111111110  0000000111001000  
68931     1         1110011000101001  1111111001011100  
68932     1         0000001110101000  1110011001101000  
68933     1         0001000100010011  1111111010001100  
68934     1         1111111110101111  1111010010110111  
68935     1         0000000011101100  0000000111011000  
68936     0                     ----              ----  
68937     1         0000100011111100  1101001100010100  
68938     1         1110100111100110  1111010011110011  
68939     0                     ----              ----  
68940     1         1101000100110110  0010111001100000  
68941     0                     ----              ----  
68942     1         1110101111100111  1101001110110100  
68943     1         0010111111011010  1101001000010000  
68944     1         0000100100111000  1111111110011100  
68945     1         0010011010100010  1101110000001110  
68946     1         1110110111110100  1101101111101000  
68947     1         0001100110011000  0000011110111000  
68948     0                     ----              ----  
68949     1         1111111100101000  1111110100101010  
68950     1         1111111100111000  0010101000110000  
68951     0                     ----              ----  
68952     1         1111111100011111  1111111010110110  
68953     1         1110010100000000  1110100010010110  
68954     1         1110111000011110  1111111101011000  
68955     0                     ----              ----  
68956     1         0000001000100000  0000001111010000  
68957     1         0001101001011110  0011011100101101  
68958     0                     ----              ----  
68959     1         1111111011010011  0000110110011011  
68960     0                     ----              ----  
68961     1         0001011100101000  1101001010010100  
68962     0                     ----              ----  
68963     1         0010001011011111  0000000111011010  
68964     1         0000000100000100  0001011111111000  
68965     0                     ----              ----  
68966     1         0010001010010000  0001010011111100  
68967     0                     ----              ----  
68968     1         1101110010010000  1101111011011100  
68969     1         0000001011111011  1111111111101011  
68970     0                     ----              ----  
68971     0                     ----              ----  
68972     1         1111111111010010  1111111111111000  
68973     1         1100101000011110  0001001101100001  
68974     1         1100111010100100  1111110001011000  
68975     1         1111110000101000  1110111110101010  
68976     0                     ----              ----  
68977     0                     ----              ----  
68978     1         1111111111001000  0000010101011100  
68979     0                     ----              ----  
68980     1         1101001011011110  0000001110111010  
68981     0                     ----              ----  
68982     1         0011001011000000  1100110011001100  
68983     1         1111111111010000  0000001001011000  
68984     1         0000000000000100  0000000010010100  
68985     1         0011001011000000  1101010110010000  
68986     0                     ----              ----  
68987     1         0000000000000000  0000001111110010  
68988     1         1110011111000111  0001010011101001  
68989     1         1101100001111101  0011000011001111  
68990     1         0001101000101100  1111111011110100  
68991     0                     ----              ----  
68992     0                     ----              ----  
68993     1         1111111011001110  1100111010011000  
68994     1         0000001010001010  0001000111000110  
68995     1         0001101110100100  0000001110100000  
68996     0                     ----              ----  
68997     1         1101000110100000  0010110110001100  
68998     1         1111010100001000  0000001001110000  
68999     1         1100111101100100  0000000001111010  
69000     1         0000001011111000  1111100000110101  
69001     1         0000000000111001  1111111110000001  
69002     1         0001100010111000  0000000000000000  
69003     1         0000111101111101  0000100111000101  
69004     1         0000000010110100  1111101101101110  
69005     1         0000001011101000  0000101011000111  
69006     0                     ----              ----  
69007     1         0010001111000000  1101010110111000  
69008     0                     ----              ----  
69009     1         0000001000000011  0000000110000110  
69010     1         1101000001100000  1100011011110011  
69011     0                     ----              ----  
69012     1         0000000000011110  0000000111010100  
69013     0                     ----              ----  
69014     1         1111111110101110  0000000001111110  
69015     1         1111101110011011  1101000000100110  
69016     1         0000000101011100  1111111011010100  
69017     0                     ----              ----  
69018     1         0000000000001000  0000000001000100  
69019     1         1101100010010100  0010111010101100  
69020     0                     ----              ----  
69021     1         1111111111110100  0000000011101010  
69022     1         0010100011000010  0010110000111010  
69023     1         1111111111111110  1111111111111010  
69024     1         1111111011111011  1101010111011100  
69025     1         0010010001000010  0000100001011110  
69026     0                     ----              ----  
69027     1         1111111100110100  0000000010110000  
69028     0                     ----              ----  
69029     0                     ----              ----  
69030     1         1110101111011000  1111111111010101  
69031     1         0010011010100010  0000001000111111  
69032     0                     ----              ----  
69033     0                     ----              ----  
69034     1         1111111010011011  0000100101011101  
69035     0                     ----              ----  
69036     1         1110101011010110  0001000101001101  
69037     1         1111111110001000  1111000001100000  
69038     1         0010011001100100  1100011111001001  
69039     0                     ----              ----  
69040     1         1111111100110100  1111111110010001  
69041     1         0000001100101010  1111111011000101  
69042     0                     ----              ----  
69043     0                     ----              ----  
69044     1         0000101011111000  1111110000111110  
69045     1         1110101100101010  1110101110101000  
69046     0                     ----              ----  
69047     1         0001101000100000  0000000011100100  
69048     0                     ----              ----  
69049     0                     ----              ----  
69050     1         1110100110101000  1111111101111110  
69051     1         0001000010011010  0000000010101010  
69052     0                     ----              ----  
69053     0                     ----              ----  
69054     1         0010110000100100  0001010001010000  
69055     0                     ----              ----  
69056     1         0000001001100010  0000000000000101  
69057     1         1111111111100100  0000000011010100  
69058     1         1111111111010110  0000000000101010  
69059     1         0001011011111011  0000000001101010  
69060     1         0000001010100000  0010100001000000  
69061     1         0000000001100000  1111111101111111  
69062     0                     ----              ----  
69063     0                     ----              ----  
69064     1         0000100001010000  1111110011110000  
69065     1         0010000110111100  0011010100010101  
69066     1         0000010010100110  1110100110010100  
69067     0                     ----              ----  
69068     1         0000011110010000  1111110011000000  
69069     1         1110010010000010  0000101101010010  
69070     1         0000110000110000  0000000110010000  
69071     1         1110011010001001  1110101101001100  
69072     1         0000011110101001  1111111110010110  
69073     1         0000101011110000  1110000000010000  
69074     0                     ----              ----  
69075     1         1111100000100010  1111010100101010  
69076     1         1100111011011000  0010000000011000  
69077     1         0011001000110100  0011000010000100  
69078     1         1101111001000000  1111110100110000  
69079     1         0010101111110101  0011110000000111  
69080     1         1111111110010101  0000000001101001  
69081     0                     ----              ----  
69082     1         0000000000000000  1111110100111100  
69083     1         1111010001101100  1111010110100100  
69084     1         1111111111000010  1111100111010011  
69085     0                     ----              ----  
69086     1         0000001111011000  1111111110000101  
69087     1         0001000101011110  0011000101101110  
69088     0                     ----              ----  
69089     1         0000001101001000  0001110100010000  
69090     1         1111001111100100  0011000001110000  
69091     1         1101010001000111  1111111010001111  
69092     0                     ----              ----  
69093     0                     ----              ----  
69094     1         0000010110010100  1101000100001101  
69095     0                     ----              ----  
69096     1         1111100111100000  0011011010110000  
69097     1         0001110001000100  0011001111100100  
69098     0                     ----              ----  
69099     1         1111110101101100  1111111100100100  
69100     1         0000000001001000  0000000001111000  
69101     1         1111110000100010  1111101101111000  
69102     1         0000000000000000  1101001000011010  
69103     1         0001111010010110  1111001010111111  
69104     1         0000000001110101  0000000000001101  
69105     1         1111111010100100  0000001001110000  
69106     1         0000000000000000  0000000000000000  
69107     1         0010011100001100  0001100110011000  
69108     0                     ----              ----  
69109     1         0000000100110010  1111111101010110  
69110     1         1101101010110100  0010101100011100  
69111     1         1111110001000000  1111010110110000  
69112     0                     ----              ----  
69113     1         1100111100001001  0011001001010000  
69114     0                     ----              ----  
69115     0                     ----              ----  
69116     1         1101010101011000  0000000101101000  
69117     1         1100111100100100  1101100001011100  
69118     0                     ----              ----  
69119     1         0001101110100100  0010001111001100  
69120     1         0000000000000100  1111111110001101  
69121     1         0000000100011000  1111110001100000  
69122     1         0000000000000000  1111110011011000  
69123     0                     ----              ----  
69124     1         1100101010101011  1111100001010000  
69125     1         1111101100110010  0001000011010001  
69126     1         1111111111111010  0000001011100010  
69127     1         1111111111100011  1111111111111010  
69128     1         1111111111111010  0000000001101110  
69129     0                     ----              ----  
69130     1         0010011011111000  0000100000010000  
69131     1         1111100100010000  0011000000100001  
69132     1         1111110110101000  0001001110110000  
69133     0                     ----              ----  
69134     1         1111111110010110  0010011011101100  
69135     0                     ----              ----  
69136     1         0000011011010100  0000000111001000  
69137     1         1111101000000110  0000001001110110  
69138     1         0010000001111100  0001100000001100  
69139     0                     ----              ----  
69140     1         1111110010100000  0010000011101000  
69141     1         1100111111110100  1101011101100000  
69142     1         0000010110100000  0000010111000100  
69143     1         0000011011100111  0001000010110110  
69144     0                     ----              ----  
69145     1         0000010000101110  1111110000000100  
69146     0                     ----              ----  
69147     0                     ----              ----  
69148     0                     ----              ----  
69149     1         0010111011010100  1101111111101010  
69150     1         0000011101101000  0000001011000111  
69151     1         0000000101010000  0000000000000000  
69152     0                     ----              ----  
69153     1         0000010001011100  0000111110000000  
69154     0                     ----              ----  
69155     1         1101001011010100  1101010111100100  
69156     1         0000001111110010  1101001000111100  
69157     1         1101000110100000  1100110010101000  
69158     1         1110001010110100  1111101010001000  
69159     1         1111111000010110  1111111110011110  
69160     1         1111100111001001  1111001100100011  
69161     1         0000000000000000  1110001110101010  
69162     0                     ----              ----  
69163     0                     ----              ----  
69164     1         1111111011001100  1111110011010100  
69165     0                     ----              ----  
69166     1         0000000000000000  1101101001011001  
69167     1         1111110101100111  0010010101111011  
69168     0                     ----              ----  
69169     1         1110101011100110  0000011110000100  
69170     1         0000001001101010  0000000101011100  
69171     1         0001001011110000  1111111111010000  
69172     0                     ----              ----  
69173     0                     ----              ----  
69174     0                     ----              ----  
69175     1         1110111110101100  0000001011010010  
69176     0                     ----              ----  
69177     0                     ----              ----  
69178     0                     ----              ----  
69179     1         1110010100110000  1111111101100100  
69180     0                     ----              ----  
69181     1         0000000011010010  0000101111100101  
69182     1         0000001011101000  0000000000011110  
69183     1         1111111111111110  0000000001011010  
69184     1         1100110101100000  0000000011110000  
69185     0                     ----              ----  
69186     1         0000001110101000  0000001110000100  
69187     1         1110010101111010  0000111111101010  
69188     1         0000000110011000  0010000100110100  
69189     1         1111110111100000  1111111111101000  
69190     1         0000000001111101  0000000000000000  
69191     1         0010100001110011  0000001110110110  
69192     1         1111110100111001  1111111000100110  
69193     1         0000010110110000  1111111101110100  
69194     0                     ----              ----  
69195     1         1111101111011000  1110110101001100  
69196     0                     ----              ----  
69197     1         0000000110101100  0000011100011011  
69198     1         0010000100111110  0001100101110000  
69199     1         0000000000110110  1111111111010011  
69200     1         0000000001101011  0000101101001001  
69201     1         0000000001111100  1111111001010000  
69202     1         0000010001110100  1111111010011000  
69203     0                     ----              ----  
69204     0                     ----              ----  
69205     1         0000000000000000  1101110011000100  
69206     0                     ----              ----  
69207     0                     ----              ----  
69208     1         1111111111111000  1111111101101000  
69209     1         1111110101111100  1111110101111100  
69210     1         0000110101100101  1111111101011110  
69211     1         1101100001011110  0010101101110101  
69212     1         0000000001100100  1111111100011111  
69213     0                     ----              ----  
69214     1         0011000111001000  0010010101010110  
69215     1         1111001011001101  0000010100010110  
69216     1         0000111111001000  1111111101100000  
69217     1         0011000111111000  0010101010101000  
69218     0                     ----              ----  
69219     1         0000000101101000  0011001000101000  
69220     1         1100101010101011  0011000011111111  
69221     1         1111001111100100  1111001110000000  
69222     1         0000000001011010  0000000110110000  
69223     1         1110101110111000  1111011001010010  
69224     0                     ----              ----  
69225     1         0000000000000000  0000101100001001  
69226     1         0011100010111000  0001010101000101  
69227     1         0000001010000010  1110001001010011  
69228     1         0000000011000100  0001000111001101  
69229     1         0001101011110100  0011010000011100  
69230     1         0010011111111011  1111111100011010  
69231     1         1111110001100000  1111111111100000  
69232     0                     ----              ----  
69233     1         1111111010100100  1111110100101010  
69234     1         1111111110000010  1111110010110001  
69235     1         1111110111000001  0000001001011000  
69236     1         0001000110111000  0010111110101100  
69237     1         1111111110011000  0000000100111000  
69238     1         1111101111010001  1111111110010111  
69239     1         1111110010100000  1101010000100000  
69240     1         1111111001001000  1111111110110000  
69241     0                     ----              ----  
69242     1         0000001100111110  0000010010010010  
69243     1         0000000000000000  1111110001011000  
69244     1         0000101101110000  0000011000110000  
69245     1         1111111110000010  1111110000101011  
69246     1         1100101000011000  1101100000101000  
69247     1         1111110110000100  0000001101010000  
69248     1         0001010110001000  1101111001001000  
69249     1         0011000111111000  1111010010100000  
69250     0                     ----              ----  
69251     1         0000000001101110  1111111100111010  
69252     1         0000001110000000  1111110100001000  
69253     1         0010001100101000  0001110110010111  
69254     0                     ----              ----  
69255     1         1111110011110000  0000000001011011  
69256     1         0000001111111000  0000001001111011  
69257     1         0010000111000000  1111110010100000  
69258     1         1100110101000000  1100100011100000  
69259     0                     ----              ----  
69260     1         1111110111110000  0000001011011100  
69261     1         0000000000100011  1111111111100010  
69262     0                     ----              ----  
69263     1         0010000011010000  1101010111010000  
69264     1         1111101110110110  0000000000000000  
69265     1         0001001011101001  1110111010110011  
69266     0                     ----              ----  
69267     1         0000000000000000  1111111111001100  
69268     1         0000000101101110  0000000011011000  
69269     0                     ----              ----  
69270     1         0010110000111010  1101010011111000  
69271     1         1111111111101110  0000000101001101  
69272     1         1111111101100000  0010010001000000  
69273     1         0000000100111110  1111111010001111  
69274     0                     ----              ----  
69275     0                     ----              ----  
69276     0                     ----              ----  
69277     1         1111110100011110  0001111110110110  
69278     1         0000000011101011  0000010110110001  
69279     0                     ----              ----  
69280     1         1111111110100010  0001010110101010  
69281     0                     ----              ----  
69282     1         1111110010110000  0010110001001110  
69283     1         1111111100101110  1101001011100010  
69284     1         1111100001110000  1110111101010100  
69285     0                     ----              ----  
69286     1         0010000101010100  1111110000110100  
69287     1         1110001001010000  1111001010111000  
69288     1         0000001000100001  1101100101000001  
69289     1         1111111111110100  0000000001100110  
69290     1         1100100011001000  1111101010101100  
69291     1         1101010000101100  0010101111010100  
69292     1         1101100100100001  0011001101101001  
69293     1         1111110110011100  1111110101100000  
69294     1         1111001010011011  0000001011111010  
69295     1         0000010010101100  1111001001100100  
69296     1         0010011111010000  1110010011100000  
69297     0                     ----              ----  
69298     0                     ----              ----  
69299     0                     ----              ----  
69300     1         0000001111100000  1111110011001000  
69301     1         1111000001000111  1100111111101111  
69302     1         0010000010001010  0000000001110111  
69303     0                     ----              ----  
69304     0                     ----              ----  
69305     1         1111101100010100  1111111111010110  
69306     1         0010110001001000  1101001110111000  
69307     1         0000000101000000  0001111010000000  
69308     0                     ----              ----  
69309     1         0011000010101111  1100101010010111  
69310     1         0000101100101110  0000000000000000  
69311     0                     ----              ----  
69312     1         0000000101111101  0000001101111001  
69313     0                     ----              ----  
69314     0                     ----              ----  
69315     1         0011001110010000  1111111100100100  
69316     1         1110110110001011  0001101111100100  
69317     1         1111111000001100  0010111111011010  
69318     1         1111111101110100  1111010010111100  
69319     1         0010111111010000  1111110100110000  
69320     1         1101000010111101  0001011010010001  
69321     0                     ----              ----  
69322     0                     ----              ----  
69323     1         1100101110010100  1100111100000100  
69324     1         0001101101101010  0001011100101001  
69325     1         0000001000001101  1101111111000110  
69326     0                     ----              ----  
69327     1         0000001010000000  0000000101000000  
69328     1         1111111010001111  1111111110100000  
69329     0                     ----              ----  
69330     0                     ----              ----  
69331     1         0000000111111000  1110101010010000  
69332     0                     ----              ----  
69333     1         1111111100111110  0000000000100000  
69334     1         1111110110110111  1111111111110001  
69335     1         1111011110100010  0000001011110100  
69336     0                     ----              ----  
69337     0                     ----              ----  
69338     0                     ----              ----  
69339     1         0000001011100010  0000001001100111  
69340     1         0000000101111010  1111111101101101  
69341     1         0001001100100100  1101111001101000  
69342     1         1111001111001000  0000111100100100  
69343     0                     ----              ----  
69344     1         0010001111001011  0011100100101101  
69345     1         0010000010101000  0001101010100100  
69346     1         1101011011111100  1111111101011000  
69347     1         0000011101010000  0010100111011000  
69348     1         0011010000011010  0010010100000101  
69349     1         1110101111100000  1111111111010010  
69350     0                     ----              ----  
69351     1         1110010100000000  1111000110000000  
69352     1         1111010010111100  0001000101001101  
69353     1         0011001011011100  0011101110010100  
69354     1         1111101110111111  1100110000000010  
69355     1         1101001111011100  0001111111001000  
69356     1         1100011111001001  1101101000001011  
69357     0                     ----              ----  
69358     1         1111110100011010  1111110001000110  
69359     1         0000111110010110  0000000101111010  
69360     0                     ----              ----  
69361     1         0000000000000110  0000000000001110  
69362     1         1111010011010010  0010010101000100  
69363     1         0000101011000000  1111010111101100  
69364     1         0001001111101000  0010110110000000  
69365     0                     ----              ----  
69366     1         0010110011101100  0011000111011101  
69367     1         0000000101110000  1111110001111000  
69368     1         0000000000001110  0000001001110110  
69369     1         1111111010101101  1111111000111100  
69370     1         0000111001110100  0000000000000000  
69371     1         1101110000001110  0010101100000000  
69372     1         1111111111110000  0000001100101000  
69373     1         0000010100101000  1111110101101100  
69374     1         1111111111010011  1111111111111110  
69375     1         0011000110110110  1111101100010100  
69376     1         0010110100011110  0000110001110110  
69377     1         1111100110010000  0000001110110000  
69378     0                     ----              ----  
69379     0                     ----              ----  
69380     1         1111110000001110  0000010001101010  
69381     0                     ----              ----  
69382     1         1111101110011011  0001001010001110  
69383     1         0000000001000110  0000000011001000  
69384     1         0000000101000100  0000111001011000  
69385     1         1111111100010010  0000000011101110  
69386     1         1111000100100001  1110100110001001  
69387     0                     ----              ----  
69388     0                     ----              ----  
69389     0                     ----              ----  
69390     0                     ----              ----  
69391     1         0000001111111000  0000000000101000  
69392     1         0000001110001000  1111111111111000  
69393     0                     ----              ----  
69394     1         1110101010101100  1111101100101101  
69395     0                     ----              ----  
69396     1         1111110100011010  0001011001011100  
69397     1         0010101111001011  0011000011111111  
69398     0                     ----              ----  
69399     1         1110111011010000  0000001100011000  
69400     1         0000000001010100  1111101010000100  
69401     1         0000000001010110  1111111111110110  
69402     1         1111101110111111  1101000001000011  
69403     1         0000110100010000  1110111001111100  
69404     1         0011010001110111  1100110101000101  
69405     1         0000001100000000  1100001110000000  
69406     1         0000000000100100  1111111000111100  
69407     1         0000000011000100  1111111111001000  
69408     0                     ----              ----  
69409     1         1111110110001010  1111110110001010  
69410     0                     ----              ----  
69411     1         0000000110000100  0001101011100111  
69412     0                     ----              ----  
69413     1         1111101001011110  0000000000000000  
69414     0                     ----              ----  
69415     1         0000000000000000  1110011101001000  
69416     1         0000000010111101  1111101110101101  
69417     0                     ----              ----  
69418     1         0000010000101111  1110110100001101  
69419     1         0000101110110100  0000110000100100  
69420     0                     ----              ----  
69421     0                     ----              ----  
69422     1         0000000010111100  0000001000110100  
69423     1         1111111110111110  1111111010110000  
69424     1         1111011110000000  1110010100000000  
69425     1         0000000110111100  1110100111100011  
69426     1         0000010010000101  1111111101001110  
69427     1         0000000101000001  0000000100101100  
69428     1         1111111111110010  0000000010000101  
69429     0                     ----              ----  
69430     1         1101001101100000  0010001001000100  
69431     1         0000101001000001  1101001001111001  
69432     1         0000000000000000  1111110000000111  
69433     1         1111100010110010  1111010110110000  
69434     0                     ----              ----  
69435     0                     ----              ----  
69436     1         1111111111010000  0000001000101110  
69437     1         0011000010101111  0001101011110001  
69438     1         0001001010110100  0000010000111011  
69439     1         0000101000111110  1110010001100100  
69440     1         0000001111100111  0011001110011001  
69441     1         1100001111110001  1100100001000100  
69442     1         0010101000110000  1110110001010000  
69443     0                     ----              ----  
69444     1         1110011111010100  0001011001011000  
69445     1         0001111000101101  0001101100111111  
69446     1         0010100110010111  0010010101010011  
69447     1         0000000000001000  1111110001000000  
69448     1         1101010000100000  1100101110110000  
69449     0                     ----              ----  
69450     1         0011000101000110  0011100100101101  
69451     0                     ----              ----  
69452     1         1101000011010101  0010110111110000  
69453     0                     ----              ----  
69454     1         0000000111110000  0011100000110000  
69455     0                     ----              ----  
69456     0                     ----              ----  
69457     1         0010101101100110  1101011111000010  
69458     0                     ----              ----  
69459     1         0000000001011100  0000000011100000  
69460     0                     ----              ----  
69461     1         1110101011101110  1111110100011000  
69462     0                     ----              ----  
69463     0                     ----              ----  
69464     0                     ----              ----  
69465     1         0010010011011010  1100111110001110  
69466     0                     ----              ----  
69467     0                     ----              ----  
69468     1         0000001111111000  1111110010110000  
69469     1         0001111111111110  1111111110110010  
69470     1         0000000001010001  1111111111101110  
69471     0                     ----              ----  
69472     1         1111110001111100  0000000001001000  
69473     1         1111111111100100  0000000001010100  
69474     1         1111110000111000  0011101000100011  
69475     1         0000000000001000  1111110110100000  
69476     1         1100111000110010  0001001110000110  
69477     1         0000000101000001  0000000100111110  
69478     1         1111011001101110  1111001110110010  
69479     1         1111000010011000  0001001001011010  
69480     0                     ----              ----  
69481     1         1111110001000000  1111010110000000  
69482     0                     ----              ----  
69483     0                     ----              ----  
69484     0                     ----              ----  
69485     0                     ----              ----  
69486     1         0000000000111000  1111111111000000  
69487     0                     ----              ----  
69488     0                     ----              ----  
69489     1         1111001010111000  1111110101000100  
69490     1         0000000001011000  0000000011000110  
69491     0                     ----              ----  
69492     1         0011010000000000  0001011000000000  
69493     1         0000101101010100  1111101100000101  
69494     1         0001100110011000  0001100110011000  
69495     0                     ----              ----  
69496     1         0000000011111110  0011111000000011  
69497     1         0000101110011000  0000001011100110  
69498     1         1111010001100000  1110011000110101  
69499     0                     ----              ----  
69500     1         0001011110011010  0000101001011010  
69501     0                     ----              ----  
69502     0                     ----              ----  
69503     1         0001010010000100  0000101101110001  
69504     1         0001000111010000  1111011000110100  
69505     0                     ----              ----  
69506     1         0010010111011010  1110000000100000  
69507     1         1110111111100000  0000001110010000  
69508     1         0000010011100110  1100110001011000  
69509     1         1100101111111000  0001110111101011  
69510     1         0000101010001010  1111111110110100  
69511     1         1111011010001100  0011000101101010  
69512     0                     ----              ----  
69513     1         1111111111101110  0000000001111100  
69514     0                     ----              ----  
69515     0                     ----              ----  
69516     0                     ----              ----  
69517     1         1101001111000110  1101010000101100  
69518     1         0000110111110010  1111000110000110  
69519     1         0000001100000110  1111011101011010  
69520     0                     ----              ----  
69521     1         0000011100001000  0001100000111000  
69522     0                     ----              ----  
69523     1         0000001101101011  0000000011000100  
69524     1         1111111010100111  0000000001110101  
69525     1         0000000000001001  0000000000000110  
69526     0                     ----              ----  
69527     1         0000101110010100  0011010000011010  
69528     1         0000111010010001  1100101000100110  
69529     1         0000000010010011  1111011001100111  
69530     1         1111111111000000  1111111100010010  
69531     0                     ----              ----  
69532     1         0000001011000100  1111111010110000  
69533     1         0000000100001110  1111111111110100  
69534     1         1111110111101000  1110000101100001  
69535     1         0001110101100001  1111100011000011  
69536     1         1111110010111111  1111111011011010  
69537     0                     ----              ----  
69538     1         0010000111000000  1111110100001100  
69539     0                     ----              ----  
69540     1         1110111001101100  1101000010111100  
69541     1         1110101100010101  1110011000101001  
69542     1         0000100001110000  0000110110100100  
69543     0                     ----              ----  
69544     1         1111111010000000  0000000001101111  
69545     1         1111001000011100  0000000000111000  
69546     0                     ----              ----  
69547     1         0000000000110010  1111111110110101  
69548     0                     ----              ----  
69549     1         1111111001110000  0000000100010100  
69550     1         1110000010000100  1110001000001010  
69551     1         0000001000010010  0000000001011111  
69552     0                     ----              ----  
69553     1         0011011010100010  1101000011000000  
69554     0                     ----              ----  
69555     0                     ----              ----  
69556     0                     ----              ----  
69557     1         1111111000000000  0001010010000000  
69558     1         0010010000010010  0010000100111001  
69559     1         0000110010110010  0000001001110001  
69560     1         0001010110010000  0000000011100110  
69561     0                     ----              ----  
69562     0                     ----              ----  
